order_id,customer_id,restaurant_id,order_timestamp,delivery_timestamp,order_value_eur,city
cb63fd05-ed4b-4d18-b08e-9e816fd33fbe,6e1ecdc5,REST_B,2026-05-20 20:32:02,2026-05-20 21:15:02,34.69,Amsterdam
81a23fa5-1f42-45dc-a1d1-60a70421c711,45a8a7ec,REST_C,2026-05-20 20:55:02,2026-05-20 21:46:02,21.89,Amsterdam
dca717af-3c37-40f6-981e-1487aaa71968,8f981366,REST_D,2026-05-20 19:44:02,2026-05-20 20:17:02,31.67,Amsterdam
49f8dba8-8143-4333-8a0b-98f1feebb4af,e6791c5c,REST_C,2026-05-20 20:40:02,2026-05-20 21:17:02,36.77,Amsterdam
5da01ec3-bcc3-48c6-ae38-717510cc2e04,de97ed77,REST_C,2026-05-20 23:38:02,2026-05-21 00:02:02,20.51,Amsterdam
c180f90f-5cf1-4687-ba5d-bd819cc0cbae,b32696f7,REST_A,2026-05-20 19:54:02,2026-05-20 20:41:02,36.8,Amsterdam
5825d59f-1e9e-45eb-a38e-ceb77a573607,7bd87c7e,REST_D,2026-05-20 22:20:02,2026-05-20 23:15:02,72.74,Amsterdam
2afe2f5f-829d-4817-814f-02efa7948e81,df48d44c,REST_C,2026-05-20 22:24:02,2026-05-20 23:07:02,12.48,Amsterdam
b16617b1-f3bd-44b5-b761-8745e04021c8,7aa06f14,REST_B,2026-05-20 22:50:02,2026-05-20 23:47:02,25.53,Amsterdam
d5b06849-1316-4a4a-8d6a-a28f0819f84a,d57f00c5,REST_A,2026-05-20 20:45:02,2026-05-20 21:26:02,51.0,Amsterdam
40420213-9fce-4fb8-80ca-81048729802c,2168c83f,REST_D,2026-05-20 21:14:02,2026-05-20 21:54:02,56.48,Amsterdam
16aba296-bcfe-4b28-9688-2cb92f8e3da2,71b49336,REST_C,2026-05-20 20:55:02,2026-05-20 21:27:02,67.51,Amsterdam
ee62eb97-8222-4fcd-8c48-bf08a28ad249,fa13be58,REST_D,2026-05-20 21:26:02,2026-05-20 22:19:02,20.65,Amsterdam
8b5fa975-17af-46d5-8475-9f8f0c0c46ea,4221896e,REST_C,2026-05-20 19:27:02,2026-05-20 19:55:02,22.16,Amsterdam
5ab72f83-749a-4d1f-bbb9-c3ff2a13d5bd,7036ed4e,REST_C,2026-05-20 20:29:02,2026-05-20 20:52:02,29.45,Amsterdam
ab9b4106-0b5a-4aeb-ad10-3220fd0837be,69230f55,REST_B,2026-05-20 22:38:02,2026-05-20 22:55:02,16.88,Amsterdam
e7f9888e-55b4-4843-9cd0-4e50d07c4a70,cd1e4f33,REST_B,2026-05-20 20:42:02,2026-05-20 21:01:02,22.3,Amsterdam
f372af83-46d8-4885-82ce-d70f8c030af5,7bf24c71,REST_A,2026-05-20 23:31:02,2026-05-21 00:30:02,48.31,Amsterdam
7462ee89-bebc-4847-ae0f-462171cd0666,2ed95787,REST_C,2026-05-20 22:59:02,2026-05-20 23:32:02,14.0,Amsterdam
03f049cb-fd6a-403b-9c5c-c82074c356b5,98635b3e,REST_B,2026-05-20 18:55:02,2026-05-20 19:12:02,56.76,Amsterdam
13a1dbc2-f6b7-4a24-aeec-09398e12015e,8ecd236c,REST_A,2026-05-20 19:55:02,2026-05-20 20:18:02,23.8,Amsterdam
33a8cd20-78b6-4008-8502-a59557ab6f2e,a737e8c3,REST_B,2026-05-20 22:45:02,2026-05-20 23:13:02,45.75,Amsterdam
18d0a212-8565-4255-a1c7-803668ffe63d,6db5783e,REST_D,2026-05-20 21:29:02,2026-05-20 22:26:02,16.01,Amsterdam
418f4f83-9d6e-4889-a4b8-70040c101420,dc56efd0,REST_D,2026-05-20 23:17:02,2026-05-20 23:49:02,38.65,Amsterdam
3924cdc1-f1dc-4261-a511-c30e88bee224,b7872c56,REST_B,2026-05-20 23:18:02,2026-05-20 23:42:02,36.64,Amsterdam
66b6de52-a1da-4ea2-a0ff-bd754a6ad31e,f2a59cd5,REST_B,2026-05-20 21:43:02,2026-05-20 21:59:02,31.03,Amsterdam
4d852b53-2259-4dfe-8555-58011c9da7b5,f8e8bf0c,REST_D,2026-05-20 20:20:02,2026-05-20 20:49:02,59.75,Amsterdam
187628ab-e6db-417d-88db-8a99852ea2f1,f8d07d2a,REST_B,2026-05-20 19:07:02,2026-05-20 19:24:02,29.07,Amsterdam
09377520-5669-4948-b558-83e905bc9aa9,10c9a4b6,REST_C,2026-05-20 21:34:02,2026-05-20 22:20:02,68.17,Amsterdam
bfc3a062-7b1c-4d84-ac6c-78be01258054,af4d6eef,REST_D,2026-05-20 20:48:02,2026-05-20 21:37:02,36.71,Amsterdam
f1b0ea52-7d53-4539-9a48-de3a5b49775b,32d36972,REST_B,2026-05-20 22:15:02,2026-05-20 22:49:02,51.66,Amsterdam
5431ee1c-5060-4bce-b47c-53271cebcfde,0b8b6cf2,REST_D,2026-05-20 21:18:02,2026-05-20 22:01:02,55.75,Amsterdam
20e4aedb-64b8-4790-a8fe-6beb37fe744d,a881a587,REST_A,2026-05-20 20:45:02,2026-05-20 21:34:02,23.39,Amsterdam
be06f8c6-442c-47ff-a17b-a8d76e2bade1,64699e99,REST_B,2026-05-20 21:22:02,2026-05-20 21:52:02,45.96,Amsterdam
b3ca1c35-d453-4e6b-8063-1401e8116fe6,9fbbb5a0,REST_A,2026-05-20 19:39:02,2026-05-20 20:00:02,68.74,Amsterdam
a1e087e1-e3a3-4d4a-9d3a-7980cad4b479,74a51746,REST_B,2026-05-20 20:13:02,2026-05-20 20:43:02,13.22,Amsterdam
f9870e3f-ce76-4275-834a-aeda366f0475,298e6418,REST_A,2026-05-20 21:28:02,2026-05-20 21:56:02,29.69,Amsterdam
49a6e4d1-7616-47fc-a92d-8051075d3f34,6dbb7a54,REST_B,2026-05-20 19:40:02,2026-05-20 20:39:02,16.88,Amsterdam
4fef8163-e3e9-40c6-8824-3dd07e51793a,cfbf90a1,REST_D,2026-05-20 20:04:02,2026-05-20 20:58:02,10.63,Amsterdam
628f56bc-e0d4-4f83-acd6-7df291bc60d3,5bb7eb4b,REST_B,2026-05-20 20:29:02,2026-05-20 21:05:02,73.06,Amsterdam
03b17f22-f797-497f-8157-7e1e80d5b90e,194c9960,REST_A,2026-05-20 20:28:02,2026-05-20 20:57:02,66.19,Amsterdam
a6ac87c0-cbf4-467e-ba2b-bdd4bc7334fe,f17b3656,REST_D,2026-05-20 18:54:02,2026-05-20 19:15:02,73.46,Amsterdam
aaa29853-1c03-4e52-97e4-2472b4a5c025,0384fa91,REST_C,2026-05-20 20:52:02,2026-05-20 21:19:02,29.11,Amsterdam
c721ca28-bcf2-4f97-877f-4471f2ae34d5,f4f9d974,REST_D,2026-05-20 20:26:02,2026-05-20 20:44:02,19.08,Amsterdam
e39e10cf-e731-40ab-acea-bbab16b97524,89f9c0ca,REST_D,2026-05-20 20:42:02,2026-05-20 21:10:02,48.89,Amsterdam
febf0b84-2496-4eb9-84f7-d9c4ae8c5803,cdc34975,REST_D,2026-05-20 22:37:02,2026-05-20 23:34:02,34.2,Amsterdam
09538d41-8489-4df4-9106-5663886ee02b,1c7ba232,REST_B,2026-05-20 21:06:02,2026-05-20 21:47:02,45.78,Amsterdam
8edb9afb-9bd2-482c-8251-1293daced751,e76ce725,REST_D,2026-05-20 22:02:02,2026-05-20 22:43:02,54.3,Amsterdam
46599e84-aede-4213-a0b2-13e0af311a5b,dda47439,REST_C,2026-05-20 22:46:02,2026-05-20 23:36:02,73.17,Amsterdam
c127a7a8-fc0b-45b2-8410-323944107b99,4ccd2b67,REST_B,2026-05-20 19:54:02,2026-05-20 20:19:02,71.36,Amsterdam
70471d62-2a1d-465d-9430-f7cc48fc88e2,b16ecf7d,REST_B,2026-05-20 20:31:02,2026-05-20 21:04:02,56.62,Amsterdam
841257f0-ad52-4498-aecd-9c83e81a7f65,de1a9a6c,REST_D,2026-05-20 19:02:02,2026-05-20 19:21:02,24.0,Amsterdam
dfb76abb-e1c9-495a-acbc-8c13fb1c2314,6152a61d,REST_A,2026-05-20 19:21:02,2026-05-20 19:41:02,23.68,Amsterdam
3be39e87-acbe-4845-bb98-2000eae00d51,b70682ff,REST_D,2026-05-20 19:00:02,2026-05-20 19:36:02,55.62,Amsterdam
8a285a43-549b-4e24-b522-7ede50e39dd2,12dbf65c,REST_A,2026-05-20 19:28:02,2026-05-20 19:59:02,26.79,Amsterdam
27312c1a-ba5c-40e9-83d4-d147ab6f8971,876391b2,REST_D,2026-05-20 19:37:02,2026-05-20 20:08:02,14.07,Amsterdam
dadc878e-a7de-4806-8117-e21e0eab6dde,4f848c96,REST_B,2026-05-20 23:13:02,2026-05-20 23:46:02,61.98,Amsterdam
4597476b-90f9-4e95-9631-a357ea461322,46269ade,REST_B,2026-05-20 21:48:02,2026-05-20 22:24:02,28.39,Amsterdam
7e822cf0-c990-4d2a-a321-27ec553a6b44,eb4ddc1c,REST_C,2026-05-20 19:29:02,2026-05-20 20:07:02,12.61,Amsterdam
cc85e80a-8a4c-42d1-81dd-86d95b4879d8,4e62b0d0,REST_B,2026-05-20 19:20:02,2026-05-20 19:54:02,21.68,Amsterdam
dad635ef-97fe-4dbd-adc6-fc36161ef06f,6dd0acd5,REST_A,2026-05-20 22:19:02,2026-05-20 22:42:02,61.83,Amsterdam
fccd02a1-c032-4f95-a0da-6524f9812240,7abdea76,REST_B,2026-05-20 20:09:02,2026-05-20 20:41:02,15.56,Amsterdam
bbca44e3-57b8-40fa-86c0-745b7b5db9d4,c53fcbe1,REST_A,2026-05-20 19:08:02,2026-05-20 19:57:02,17.43,Amsterdam
23b779e8-f62f-4cd8-84a3-bcedbd927fcb,6b095293,REST_A,2026-05-20 20:36:02,2026-05-20 20:52:02,31.51,Amsterdam
d31a09d4-5cca-4ae5-8cf5-7183fb86a0e4,9c2b2646,REST_B,2026-05-20 20:36:02,2026-05-20 20:51:02,22.19,Amsterdam
5f5fb79e-93b0-4574-af94-630af7dc5e8f,50fc250d,REST_D,2026-05-20 19:22:02,2026-05-20 19:44:02,67.14,Amsterdam
67db9a44-7adc-4727-9efa-6d0ff081b33d,087e8861,REST_A,2026-05-20 20:42:02,2026-05-20 21:00:02,28.1,Amsterdam
fe8454ee-f27c-4934-9915-6acafd6e765e,b2ad7347,REST_B,2026-05-20 22:42:02,2026-05-20 23:07:02,53.06,Amsterdam
5367763b-a028-442f-988e-5837401f099a,32c38fe1,REST_A,2026-05-20 20:44:02,2026-05-20 21:27:02,71.79,Amsterdam
e72fc251-6090-470f-8b5f-edc174be8527,201cc922,REST_C,2026-05-20 19:19:02,2026-05-20 19:49:02,29.71,Amsterdam
b7ce1391-0a80-4ccd-92fa-d8f51dbde103,d726fcf8,REST_A,2026-05-20 20:13:02,2026-05-20 20:37:02,21.41,Amsterdam
bb89b7f3-e9a9-404f-86b2-cfc4a7604aa0,4f277453,REST_A,2026-05-20 21:37:02,2026-05-20 22:35:02,73.7,Amsterdam
00137d27-9dd4-4702-9610-6c3081fa1585,264359ab,REST_A,2026-05-20 21:25:02,2026-05-20 22:07:02,73.46,Amsterdam
2aa6e65a-5aa8-40d0-ba8c-d150c5782dfe,756033bd,REST_A,2026-05-20 21:04:02,2026-05-20 21:47:02,74.68,Amsterdam
6a7f03f0-dc80-4a8e-9dd7-7ca4055904d8,e39d7172,REST_A,2026-05-20 20:20:02,2026-05-20 21:03:02,27.51,Amsterdam
e7377004-b5f7-4f09-a4d9-4ae70aa6097f,43432c5b,REST_B,2026-05-20 22:54:02,2026-05-20 23:32:02,19.12,Amsterdam
c32648e4-75a9-4c9f-815e-dea03f7e8159,58c6f793,REST_B,2026-05-20 21:32:02,2026-05-20 22:10:02,28.2,Amsterdam
